"X";"Y";"X_dms";"Y-dms";"primaryind";"nummer";"brunnenart";"historisch";"wasserart_";"bezeichnun"
8.5591854776;47.3694217234;"E8°33'33.06""";"N47°22'9.918""";764;331;"öffentlicher Brunnen";1907;"Quellwasser";
8.5834359237;47.4042329458;"E8°35'0.369""";"N47°24'15.23""";765;676.2;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Schulhaus Luchswiesen"
8.552245603;47.4089248921;"E8°33'8.084""";"N47°24'32.12""";766;1124;"privater Brunnen";1986;"Verteilnetz";
8.6024642376;47.356711972;"E8°36'8.871""";"N47°21'24.16""";767;345;"öffentlicher Brunnen";1932;"Quellwasser";"Witikon"
8.5252044532;47.3686018152;"E8°31'30.73""";"N47°22'6.966""";768;199.1;"öffentlicher Brunnen";1931;"Verteilnetz";
8.5086570064;47.3557294067;"E8°30'31.16""";"N47°21'20.62""";769;767;"privater Brunnen";1954;"Verteilnetz";
8.5636343829;47.379328601;"E8°33'49.08""";"N47°22'45.58""";770;1000;"privater Brunnen";;"Verteilnetz";
8.4869356887;47.3738247403;"E8°29'12.96""";"N47°22'25.76""";771;1009;"privater Brunnen";1977;"Verteilnetz";"Altersheim"
8.4971358727;47.3697173431;"E8°29'49.68""";"N47°22'10.98""";772;1010;"Brunnen in städtischer Liegenschaft";1977;"Verteilnetz";"Städtische Ueberbauung"
8.509855015;47.3803491185;"E8°30'35.47""";"N47°22'49.25""";773;1011;"Brunnen in städtischer Liegenschaft";1977;"Verteilnetz";"Überbauung Hardau"
8.5544938854;47.3592949231;"E8°33'16.17""";"N47°21'33.46""";774;1012;"Brunnen in städtischer Liegenschaft";1977;"Verteilnetz";"Überbauung Bodmergut"
8.5149767546;47.3259267986;"E8°30'53.91""";"N47°19'33.33""";775;1016;"Brunnen in städtischer Liegenschaft";1977;"Verteilnetz";"Altersheim Mittelleimbach"
8.488796217;47.3966262399;"E8°29'19.66""";"N47°23'47.85""";776;1017;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Grünau"
8.5327424393;47.3327374532;"E8°31'57.87""";"N47°19'57.85""";777;1020;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Neubühl"
8.487752999;47.3521621598;"E8°29'15.91""";"N47°21'7.783""";778;1021;"privater Brunnen";;"Verteilnetz";"bei Station Uetliberg"
8.5687256758;47.3538583716;"E8°34'7.412""";"N47°21'13.89""";779;1022;"privater Brunnen";;"Verteilnetz";"Klinik Burghölzli"
8.4902930989;47.3955650065;"E8°29'25.05""";"N47°23'44.03""";780;1025;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"bei Alterssiedlung Grünau"
8.553722258;47.3588838929;"E8°33'13.40""";"N47°21'31.98""";781;1028;"Brunnen in städtischer Liegenschaft";1978;"Verteilnetz";"Freizeitanlage Bodmergut"
8.5244307998;47.3404554741;"E8°31'27.95""";"N47°20'25.63""";782;1029;"privater Brunnen";;"Verteilnetz";"Kantonale Gehörlosen-Schule"
8.5102014024;47.418908098;"E8°30'36.72""";"N47°25'8.069""";783;1031;"privater Brunnen";1979;"Verteilnetz";
8.5140564405;47.4233172476;"E8°30'50.60""";"N47°25'23.94""";784;1032;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Primarschulhaus Isengrind"
8.5448535008;47.4207237206;"E8°32'41.47""";"N47°25'14.60""";785;1034;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"bei Schulschwimmanlage Buhn"
8.5312381492;47.3330091199;"E8°31'52.45""";"N47°19'58.83""";786;1035;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Seewasserwerk Moos"
8.5161609631;47.3327093377;"E8°30'58.17""";"N47°19'57.75""";787;1036;"privater Brunnen";1979;"Verteilnetz";"bei Kirche"
8.5642905382;47.3648100662;"E8°33'51.44""";"N47°21'53.31""";788;1037.1;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Altersheim"
8.5647983962;47.3644085252;"E8°33'53.27""";"N47°21'51.87""";789;1037.2;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Altersheim"
8.5653435998;47.3644739187;"E8°33'55.23""";"N47°21'52.10""";790;1037.3;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Altersheim"
8.564877624;47.3649062671;"E8°33'53.55""";"N47°21'53.66""";791;1038;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Altersheim"
8.478438101;47.383981477;"E8°28'42.37""";"N47°23'2.333""";792;1040;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Schulhaus Buchlern"
8.4792892271;47.384022657;"E8°28'45.44""";"N47°23'2.481""";793;1039;"Brunnen in städtischer Liegenschaft";1979;"Verteilnetz";"Schulhaus Buchlern"
8.5293684123;47.4124609149;"E8°31'45.72""";"N47°24'44.85""";794;1043;"privater Brunnen";1981;"Verteilnetz";
8.567256863;47.402502536;"E8°34'2.124""";"N47°24'9.009""";795;1044;"Brunnen mit eigener Versorgung";;"eigene Versorgung";
8.4881227148;47.3983708482;"E8°29'17.24""";"N47°23'54.13""";796;1047;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"bei Pumpwerk Fischerweg"
8.500882192;47.3942266267;"E8°30'3.175""";"N47°23'39.21""";797;1051;"Brunnen in städtischer Liegenschaft";1981;"Verteilnetz";"oberhalb Anreicherungsbecken 2"
8.5100675932;47.369095922;"E8°30'36.24""";"N47°22'8.745""";798;1052;"Brunnen mit eigener Versorgung";1981;"Quellwasser";"Ueberbauung Heuried"
8.5194960833;47.3641738848;"E8°31'10.18""";"N47°21'51.02""";799;1053;"Brunnen mit eigener Versorgung";1981;"Quellwasser";
8.5279136449;47.372391996;"E8°31'40.48""";"N47°22'20.61""";800;1055;"privater Brunnen";1981;"Verteilnetz";
8.5215983179;47.3394157897;"E8°31'17.75""";"N47°20'21.89""";801;1058;"Brunnen mit eigener Versorgung";;"Quellwasser";
8.4804963462;47.4120329148;"E8°28'49.78""";"N47°24'43.31""";802;1062;"privater Brunnen";1981;"Verteilnetz";
8.5480890208;47.3747313242;"E8°32'53.12""";"N47°22'29.03""";803;1071;"privater Brunnen";;"Verteilnetz";"Eingang Universität Zürich"
8.5434403182;47.3773080852;"E8°32'36.38""";"N47°22'38.30""";804;1074;"privater Brunnen";1983;"Verteilnetz";"Haus Publicitas"
8.5102077655;47.4250713504;"E8°30'36.74""";"N47°25'30.25""";805;1085;"Brunnen in städtischer Liegenschaft";1983;"Verteilnetz";"Gemeinschaftszentrum Pro Juventute"
8.5474175379;47.3672498922;"E8°32'50.70""";"N47°22'2.099""";806;1086;"öffentlicher Brunnen";1983;"Verteilnetz";"Stadelhofer-Passage"
8.5068976282;47.4016361358;"E8°30'24.83""";"N47°24'5.890""";807;1095;"Brunnen in städtischer Liegenschaft";1983;"Verteilnetz";
8.5482881047;47.3973828734;"E8°32'53.83""";"N47°23'50.57""";808;1098;"privater Brunnen";1984;"Verteilnetz";"Universität Strickhof"
8.6024733297;47.3549283562;"E8°36'8.903""";"N47°21'17.74""";809;1099;"Brunnen in städtischer Liegenschaft";1984;"Verteilnetz";"Krankenheim Witikon"
8.5173452147;47.3951750589;"E8°31'2.442""";"N47°23'42.63""";810;1100.2;"Brunnen in städtischer Liegenschaft";1984;"Verteilnetz";"Altersheim Sydefädeli"
8.5176154732;47.3954312154;"E8°31'3.415""";"N47°23'43.55""";811;1100.1;"Brunnen in städtischer Liegenschaft";1984;"Verteilnetz";"Altersheim Sydefädeli"
8.5096806171;47.3825529456;"E8°30'34.85""";"N47°22'57.19""";812;1106;"Brunnen in städtischer Liegenschaft";1984;"Verteilnetz";"Schulhaus Hardau"
8.4822669284;47.4094488581;"E8°28'56.16""";"N47°24'34.01""";813;1108;"privater Brunnen";1985;"Verteilnetz";
8.4875680863;47.3913066025;"E8°29'15.24""";"N47°23'28.70""";814;1115.2;"privater Brunnen";1986;"Verteilnetz";"IBM"
8.4873907465;47.3913542037;"E8°29'14.60""";"N47°23'28.87""";815;1115.1;"privater Brunnen";1986;"Verteilnetz";"IBM"
8.5358071831;47.4080004635;"E8°32'8.905""";"N47°24'28.80""";816;1116.2;"Brunnen in städtischer Liegenschaft";1986;"Verteilnetz";"Sportplatz"
8.5331840844;47.4079990497;"E8°31'59.46""";"N47°24'28.79""";817;1116.1;"Brunnen in städtischer Liegenschaft";1986;"Verteilnetz";"Sportplatz"
8.5732903846;47.3557108641;"E8°34'23.84""";"N47°21'20.55""";818;1129;"öffentlicher Brunnen";1988;"Verteilnetz";
8.563241406;47.4152789067;"E8°33'47.66""";"N47°24'55.00""";819;1135;"Brunnen in städtischer Liegenschaft";1988;"Verteilnetz";
8.4860298608;47.3704296568;"E8°29'9.707""";"N47°22'13.54""";820;1136;"privater Brunnen";1988;"Verteilnetz";
8.4992627731;47.3601750488;"E8°29'57.34""";"N47°21'36.63""";821;1137.2;"privater Brunnen";1988;"Verteilnetz";
8.4996313149;47.3600062612;"E8°29'58.67""";"N47°21'36.02""";822;1137.1;"privater Brunnen";1988;"Verteilnetz";
8.5102415031;47.3647637274;"E8°30'36.86""";"N47°21'53.14""";823;1138;"privater Brunnen";1988;"Verteilnetz";"Altersheim Tiergarten"
8.4753758774;47.4135191115;"E8°28'31.35""";"N47°24'48.66""";824;1139;"privater Brunnen";1988;"Verteilnetz";"Rütihof"
8.5594883366;47.3568191124;"E8°33'34.15""";"N47°21'24.54""";825;1143;"Brunnen in städtischer Liegenschaft";1989;"Verteilnetz";"Patumbah-Park"
8.5739767369;47.3832106796;"E8°34'26.31""";"N47°22'59.55""";826;1144;"privater Brunnen";1989;"Verteilnetz";
8.5628316137;47.3761524859;"E8°33'46.19""";"N47°22'34.14""";827;1146;"privater Brunnen";1990;"Verteilnetz";
8.4966464905;47.4017029538;"E8°29'47.92""";"N47°24'6.130""";828;1147;"Brunnen in städtischer Liegenschaft";1990;"Verteilnetz";
8.5584124247;47.3820506017;"E8°33'30.28""";"N47°22'55.38""";829;1154;"Brunnen in städtischer Liegenschaft";1991;"Verteilnetz";"ehemaliges Reservoir Schlössli"
8.4910192743;47.3897361207;"E8°29'27.66""";"N47°23'23.05""";830;1156;"privater Brunnen";1991;"Verteilnetz";"Im Hofe"
8.4962797602;47.3866407698;"E8°29'46.60""";"N47°23'11.90""";831;1164;"privater Brunnen";1992;"Verteilnetz";
8.5471831949;47.3931432863;"E8°32'49.85""";"N47°23'35.31""";832;1166;"Brunnen in städtischer Liegenschaft";1971;"Verteilnetz";"Altersheim Oberstrass"
8.545913278;47.3811379783;"E8°32'45.28""";"N47°22'52.09""";833;1169;"privater Brunnen";1993;"Verteilnetz";
8.4919089119;47.3762249981;"E8°29'30.87""";"N47°22'34.40""";834;1084;"privater Brunnen";1983;"Verteilnetz";"bei Kirche"
8.5714259583;47.3470995272;"E8°34'17.13""";"N47°20'49.55""";835;1171;"privater Brunnen";1993;"Verteilnetz";"Epilepsie-Klinik"
8.5525860734;47.3807461708;"E8°33'9.309""";"N47°22'50.68""";836;1173;"Brunnen in städtischer Liegenschaft";1994;"Verteilnetz";
8.542050907;47.4168270369;"E8°32'31.38""";"N47°25'0.577""";837;1174;"privater Brunnen";1994;"Verteilnetz";
8.5048253338;47.3608795251;"E8°30'17.37""";"N47°21'39.16""";838;1175;"privater Brunnen";1994;"Verteilnetz";
8.5374277169;47.3701557122;"E8°32'14.73""";"N47°22'12.56""";839;1178;"privater Brunnen";1982;"Verteilnetz";
8.5440832748;47.4097078355;"E8°32'38.69""";"N47°24'34.94""";840;1179;"privater Brunnen";1995;"Verteilnetz";
8.549256211;47.3794820767;"E8°32'57.32""";"N47°22'46.13""";841;1180;"privater Brunnen";1985;"Verteilnetz";"Eingang Neurologie, Seite Spöndlistrasse"
8.550967222;47.378214983;"E8°33'3.481""";"N47°22'41.57""";842;1181;"privater Brunnen";1985;"Verteilnetz";
8.5370916466;47.3790489283;"E8°32'13.52""";"N47°22'44.57""";843;1183.3;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5370190032;47.3789014963;"E8°32'13.26""";"N47°22'44.04""";844;1183.5;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5369372381;47.3787612481;"E8°32'12.97""";"N47°22'43.54""";845;1183.7;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.536851627;47.3786219899;"E8°32'12.66""";"N47°22'43.03""";846;1183.9;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.536768442;47.3784764121;"E8°32'12.36""";"N47°22'42.51""";847;1183.11;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5366870518;47.3783350088;"E8°32'12.07""";"N47°22'42.00""";848;1183.13;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5366068553;47.3782046041;"E8°32'11.78""";"N47°22'41.53""";849;1183.15;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5380409486;47.378131165;"E8°32'16.94""";"N47°22'41.27""";850;1183.12;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5381195193;47.3782743932;"E8°32'17.23""";"N47°22'41.78""";851;1183.1;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5382104272;47.3784167124;"E8°32'17.55""";"N47°22'42.30""";852;1183.8;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5382943923;47.3785652502;"E8°32'17.85""";"N47°22'42.83""";853;1183.6;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5383801003;47.378709022;"E8°32'18.16""";"N47°22'43.35""";854;1183.4;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5384556544;47.3788368971;"E8°32'18.44""";"N47°22'43.81""";855;1183.2;"privater Brunnen";1992;"Verteilnetz";"Perronanlage Hauptbahnhof"
8.5358834744;47.3677332377;"E8°32'9.180""";"N47°22'3.839""";856;1184;"privater Brunnen";;"Verteilnetz";"Wasserspiel Elvia-Versicherung"
8.5963766541;47.3540950403;"E8°35'46.95""";"N47°21'14.74""";857;1185;"privater Brunnen";1995;"Verteilnetz";
8.584146601;47.3616806426;"E8°35'2.927""";"N47°21'42.05""";858;1187;"Brunnen in städtischer Liegenschaft";1996;"Verteilnetz";"Freizeitanlage Buchholz"
8.4790659744;47.4122153701;"E8°28'44.63""";"N47°24'43.97""";859;1188;"Brunnen in städtischer Liegenschaft";1995;"Verteilnetz";"Schulhaus"
8.5123541434;47.3324609159;"E8°30'44.47""";"N47°19'56.85""";860;1190;"Brunnen in städtischer Liegenschaft";1990;"Verteilnetz";"Friedhof"
8.4771086611;47.3807046379;"E8°28'37.59""";"N47°22'50.53""";861;1191;"Brunnen in städtischer Liegenschaft";1997;"Verteilnetz";"Sportanlage Buchlern"
8.5351102586;47.3424117909;"E8°32'6.396""";"N47°20'32.68""";862;1192;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.5053399907;47.3966565065;"E8°30'19.22""";"N47°23'47.96""";863;1193;"privater Brunnen";1997;"Verteilnetz";
8.5323581801;47.3705489272;"E8°31'56.48""";"N47°22'13.97""";864;1196;"Brunnen in städtischer Liegenschaft";1999;"Verteilnetz";
8.5032277711;47.3673799099;"E8°30'11.61""";"N47°22'2.567""";865;1198;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"GZ Heuried"
8.4884516473;47.382480421;"E8°29'18.42""";"N47°22'56.92""";866;1199;"privater Brunnen";1999;"Verteilnetz";
8.4958305131;47.3654651123;"E8°29'44.98""";"N47°21'55.67""";867;1202.3;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Stadtspital Triemli, Maternité. Trinkbrunnen"
8.4977390621;47.3655828408;"E8°29'51.86""";"N47°21'56.09""";868;1202.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Stadtspital Triemli, Spital"
8.4974405161;47.3659504283;"E8°29'50.78""";"N47°21'57.42""";869;1202.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Stadtspital Triemli, Spital"
8.550581291;47.3762284044;"E8°33'2.092""";"N47°22'34.42""";870;1210;"privater Brunnen";;"Verteilnetz";"Im Park"
8.4979548585;47.3762966798;"E8°29'52.63""";"N47°22'34.66""";871;1215;"privater Brunnen";2002;"Verteilnetz";
8.5657975252;47.3815784345;"E8°33'56.87""";"N47°22'53.68""";872;1216;"Brunnen in städtischer Liegenschaft";2002;"Verteilnetz";"Schulhaus Heubeeribüel"
8.5615474481;47.3811183442;"E8°33'41.57""";"N47°22'52.02""";873;1217;"privater Brunnen";;"Verteilnetz";"hinter 50"
8.5129108956;47.3936874976;"E8°30'46.47""";"N47°23'37.27""";874;1218;"privater Brunnen";2002;"Verteilnetz";
8.5682560189;47.3656278705;"E8°34'5.721""";"N47°21'56.26""";875;1219;"privater Brunnen";;"Verteilnetz";
8.5164542601;47.3990744564;"E8°30'59.23""";"N47°23'56.66""";876;1222;"Brunnen in städtischer Liegenschaft";2002;"Verteilnetz";"Krankenheim Käferberg"
8.5333312701;47.4126968308;"E8°31'59.99""";"N47°24'45.70""";877;1224;"öffentlicher Brunnen";2003;"Quellwasser";"Binzmühle-/Regina Kägi-Strasse"
8.5467835329;47.3842791525;"E8°32'48.42""";"N47°23'3.404""";878;1227;"Brunnen in städtischer Liegenschaft";2003;"Verteilnetz";"Schulhaus Scherr"
8.5583981795;47.3761448065;"E8°33'30.23""";"N47°22'34.12""";879;1234;"Brunnen in städtischer Liegenschaft";;"Quellwasser";"Schulhaus Fluntern"
8.5526137216;47.4099611833;"E8°33'9.409""";"N47°24'35.86""";880;1238;"privater Brunnen";2004;"Verteilnetz";"Im Hof"
8.5189803907;47.3334808672;"E8°31'8.329""";"N47°20'0.531""";881;133;"öffentlicher Brunnen";1927;"Verteilnetz";"Station Leimbach"
8.5243243116;47.3680464748;"E8°31'27.56""";"N47°22'4.967""";882;199.4;"öffentlicher Brunnen";1931;"Verteilnetz";
8.5471815201;47.3858827991;"E8°32'49.85""";"N47°23'9.178""";883;284;"öffentlicher Brunnen";1928;"Verteilnetz";"Spielplatzanlage Oberstrasse"
8.5393475322;47.3953071753;"E8°32'21.65""";"N47°23'43.10""";884;285;"öffentlicher Brunnen";1928;"Verteilnetz";"Im Birkenhof"
8.5563325574;47.3766288499;"E8°33'22.79""";"N47°22'35.86""";885;364;"öffentlicher Brunnen";1962;"Verteilnetz";"unterhalb Treppe Kirche Fluntern"
8.5399627401;47.3771219822;"E8°32'23.86""";"N47°22'37.63""";886;38;"öffentlicher Brunnen";1880;"Verteilnetz";"Alfred-Escher-Brunnen"
8.5050618128;47.3995019143;"E8°30'18.22""";"N47°23'58.20""";887;446;"öffentlicher Brunnen";2000;"Verteilnetz";"Limmattalstrasse nach 111"
8.5407987999;47.3752748442;"E8°32'26.87""";"N47°22'30.98""";888;47;"öffentlicher Brunnen";1917;"Verteilnetz";"Felix und Regulabrunnen"
8.552737108;47.3950962563;"E8°33'9.853""";"N47°23'42.34""";889;509;"öffentlicher Brunnen";1977;"Verteilnetz";"Wasserspiel über Reservoir"
8.5443979193;47.3701115003;"E8°32'39.83""";"N47°22'12.40""";890;515;"Brunnen in städtischer Liegenschaft";1964;"Quellwasser";
8.548463891;47.3686110483;"E8°32'54.47""";"N47°22'6.999""";891;516.1;"privater Brunnen";1909;"Verteilnetz";"Höhere Töchterschule"
8.5477906238;47.3736703689;"E8°32'52.04""";"N47°22'25.21""";892;517.3;"Brunnen in städtischer Liegenschaft";1928;"Quellwasser";"Schulhaus Hirschengraben"
8.5474815177;47.3738374803;"E8°32'50.93""";"N47°22'25.81""";893;517.2;"Brunnen in städtischer Liegenschaft";1928;"Quellwasser";"Schulhaus Hirschengraben"
8.5473474011;47.3737882419;"E8°32'50.45""";"N47°22'25.63""";894;517.1;"Brunnen in städtischer Liegenschaft";1928;"Quellwasser";"Schulhaus Hirschengraben"
8.5405975549;47.3666815546;"E8°32'26.15""";"N47°22'0.053""";895;52;"öffentlicher Brunnen";1930;"Verteilnetz";"in der Anlage"
8.548454941;47.3715276194;"E8°32'54.43""";"N47°22'17.49""";896;521;"Brunnen in städtischer Liegenschaft";1935;"Verteilnetz";"Schulhaus Wolfbach"
8.5460253908;47.3768316412;"E8°32'45.69""";"N47°22'36.59""";897;522;"Brunnen in städtischer Liegenschaft";1998;"Verteilnetz";"Pfrundhaus"
8.546438442;47.3702580877;"E8°32'47.17""";"N47°22'12.92""";898;526;"Brunnen in städtischer Liegenschaft";1913;"Quellwasser";"Villa Tobler"
8.5341262272;47.3410567741;"E8°32'2.854""";"N47°20'27.80""";899;529.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Wollishofen"
8.5338330094;47.34176041;"E8°32'1.798""";"N47°20'30.33""";900;529.1;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Wollishofen"
8.5467749124;47.3709208888;"E8°32'48.38""";"N47°22'15.31""";901;53;"öffentlicher Brunnen";1931;"Verteilnetz";"Manessebrunnen"
8.5336337812;47.3572797379;"E8°32'1.081""";"N47°21'26.20""";902;533;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";
8.5299545643;47.3602542251;"E8°31'47.83""";"N47°21'36.91""";903;535.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Gabler"
8.5267159805;47.3480830274;"E8°31'36.17""";"N47°20'53.09""";904;536;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Manegg"
8.5266245284;47.3400627682;"E8°31'35.84""";"N47°20'24.22""";905;537;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"beim Kindergarten"
8.5170221255;47.3333898519;"E8°31'1.279""";"N47°20'0.203""";906;539;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"beim Kindergarten"
8.533151007;47.3383649657;"E8°31'59.34""";"N47°20'18.11""";907;540;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulpavillon"
8.5154759078;47.3335647713;"E8°30'55.71""";"N47°20'0.833""";908;541;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Leimbach Falletsche"
8.516317998;47.3684601053;"E8°30'58.74""";"N47°22'6.456""";909;547;"Brunnen in städtischer Liegenschaft";1976;"Verteilnetz";"Schulhaus Bühl B"
8.5167734735;47.3732776318;"E8°31'0.384""";"N47°22'23.79""";910;557;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Kindergartengebäude"
8.5465784032;47.3682854365;"E8°32'47.68""";"N47°22'5.827""";911;56;"öffentlicher Brunnen";1935;"Verteilnetz";"Waldmannbrunnen"
8.5037516722;47.3715445776;"E8°30'13.50""";"N47°22'17.56""";912;560;"Brunnen in städtischer Liegenschaft";1949;"Verteilnetz";"Schulhaus Im Gut"
8.5170817731;47.3653668025;"E8°31'1.494""";"N47°21'55.32""";913;561.2;"Brunnen in städtischer Liegenschaft";1951;"Verteilnetz";"Schulhaus Rebhügel"
8.516656016;47.3661472278;"E8°30'59.96""";"N47°21'58.13""";914;561.1;"Brunnen in städtischer Liegenschaft";1951;"Verteilnetz";"Schulhaus Rebhügel"
8.5035541378;47.3683516195;"E8°30'12.79""";"N47°22'6.065""";915;562;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Kindergarten"
8.5028303881;47.3682216816;"E8°30'10.18""";"N47°22'5.598""";916;563.1;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Schulhaus Küngenmatt"
8.5051851623;47.379684701;"E8°30'18.66""";"N47°22'46.86""";917;1236;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Heiligfeld, Wasserspiel auf Spielplatz"
8.4994871262;47.3641887026;"E8°29'58.15""";"N47°21'51.07""";918;565.2;"Brunnen in städtischer Liegenschaft";1964;"Verteilnetz";"Schulhaus Döltschi"
8.5000841008;47.3643432855;"E8°30'0.302""";"N47°21'51.63""";919;565.1;"Brunnen in städtischer Liegenschaft";1964;"Verteilnetz";"Schulhaus Döltschi"
8.5305805429;47.384822972;"E8°31'50.08""";"N47°23'5.362""";920;576;"Brunnen in städtischer Liegenschaft";1909;"Verteilnetz";"Im Hofe"
8.5374833448;47.3958916523;"E8°32'14.94""";"N47°23'45.20""";921;586.1;"Brunnen in städtischer Liegenschaft";1930;"Verteilnetz";"Schulhaus Milchbuck"
8.5379259846;47.3956707418;"E8°32'16.53""";"N47°23'44.41""";922;586.2;"Brunnen in städtischer Liegenschaft";1930;"Verteilnetz";"Schulhaus Milchbuck"
8.5418027511;47.3878984099;"E8°32'30.48""";"N47°23'16.43""";923;588;"Brunnen in städtischer Liegenschaft";1904;"Verteilnetz";"Schulhaus Turnerstrasse"
8.5392872107;47.4021900872;"E8°32'21.43""";"N47°24'7.884""";924;592.2;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Allenmoos I"
8.5401016439;47.4009799844;"E8°32'24.36""";"N47°24'3.527""";925;593.2;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Sportplatz Steinkluppe"
8.5406123397;47.4011552422;"E8°32'26.20""";"N47°24'4.158""";926;593.1;"Brunnen in städtischer Liegenschaft";1957;"Verteilnetz";"Sportplatz Steinkluppe"
8.5487712246;47.3820876467;"E8°32'55.57""";"N47°22'55.51""";927;594;"Brunnen in städtischer Liegenschaft";1959;"Verteilnetz";"Schulhaus Huttenstrasse"
8.5650771836;47.3624200232;"E8°33'54.27""";"N47°21'44.71""";928;597;"Brunnen in städtischer Liegenschaft";1938;"Verteilnetz";"Schulhaus Hofackerstrasse  Turnhalle"
8.5548298217;47.3659258777;"E8°33'17.38""";"N47°21'57.33""";929;598;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Spielplatz"
8.5564105311;47.3695700023;"E8°33'23.07""";"N47°22'10.45""";930;599;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"beim Kreisgebäude"
8.5875404259;47.3568723504;"E8°35'15.14""";"N47°21'24.74""";931;600;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Langmatt"
8.5695198462;47.3598431511;"E8°34'10.27""";"N47°21'35.43""";932;604;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Forchstrasse"
8.5523120721;47.3681187153;"E8°33'8.323""";"N47°22'5.227""";933;605;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Gottfried Keller-Schulhaus"
8.5810367354;47.4056410717;"E8°34'51.73""";"N47°24'20.30""";934;6051;"Notwasserbrunnen";1984;"Quellwasser";
8.5868621066;47.3570106895;"E8°35'12.70""";"N47°21'25.23""";935;607;"Brunnen in städtischer Liegenschaft";1954;"Verteilnetz";"Schulhaus Langmatt"
8.5654026702;47.3816669939;"E8°33'55.44""";"N47°22'54.00""";936;608;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulhaus Heubeeribüel"
8.5967867319;47.3613774286;"E8°35'48.43""";"N47°21'40.95""";937;610.1;"Brunnen in städtischer Liegenschaft";1967;"Verteilnetz";"Schulhaus Looren A"
8.5588698252;47.3608066034;"E8°33'31.93""";"N47°21'38.90""";938;612;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Anlagen bei der Kirchen"
8.5530609988;47.3549821364;"E8°33'11.01""";"N47°21'17.93""";939;614;"Brunnen in städtischer Liegenschaft";;"Verteilnetz";"Schulpavillon Hornbachstrasse"
8.5776283359;47.3541242449;"E8°34'39.46""";"N47°21'14.84""";940;620;"Brunnen in städtischer Liegenschaft";1953;"Verteilnetz";"Schulhaus Balgrist"
